timestamp_utc,noise_uid,scenario,profile,iteration,noise_type,intensity,duration_seconds,frequency,target_services,expected_impact,start_utc,end_utc,http_urls
2026-05-03T03:12:36Z,E-MEDIUM-13,SCENARIO_E,MEDIUM,13,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:12:36Z,2026-05-03T03:13:06Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:13:24Z,E-MEDIUM-14,SCENARIO_E,MEDIUM,14,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:13:24Z,2026-05-03T03:13:54Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:14:11Z,E-MEDIUM-15,SCENARIO_E,MEDIUM,15,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:14:11Z,2026-05-03T03:14:41Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:14:59Z,E-MEDIUM-16,SCENARIO_E,MEDIUM,16,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:14:59Z,2026-05-03T03:15:29Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:15:47Z,E-MEDIUM-17,SCENARIO_E,MEDIUM,17,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:15:47Z,2026-05-03T03:16:17Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:16:35Z,E-MEDIUM-18,SCENARIO_E,MEDIUM,18,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:16:35Z,2026-05-03T03:17:05Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:17:23Z,E-MEDIUM-19,SCENARIO_E,MEDIUM,19,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:17:23Z,2026-05-03T03:17:53Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:18:11Z,E-MEDIUM-20,SCENARIO_E,MEDIUM,20,mixed_operational_noise,medium,30,http_interval_2s_mqtt_messages_40,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:18:11Z,2026-05-03T03:18:41Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:18:58Z,E-HIGH-1,SCENARIO_E,HIGH,1,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:18:58Z,2026-05-03T03:19:28Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
2026-05-03T03:19:48Z,E-HIGH-2,SCENARIO_E,HIGH,2,mixed_operational_noise,high,30,http_interval_2s_mqtt_messages_80,"health-app;telemetry-api;vulnerable-app;mqtt-broker",benign_no_attack,2026-05-03T03:19:48Z,2026-05-03T03:20:18Z,"http://10.10.0.152:8080/health,http://10.10.0.153:8080/health,http://10.10.0.153:8080/metrics,http://10.10.0.153:8080/telemetry,http://10.10.0.154:8080/health"
